pair_id,tier,split,group_id,clean_id,corrupt_id,reliability,winner,agreement_c1,agreement_c2,clean_schedule,corrupt_schedule,strict_boundary_pair,same_grid,same_questions,same_reports,cohort,direction,recipient_id,donor_id,site,patch_site,layer,condition,job_id,baseline_margin,patched_margin,baseline_truth_signed_margin,patched_truth_signed_margin,truth_signed_change,margin_change,baseline_correct,patched_correct,baseline_top_token_correct,patched_top_token_correct,repair,damage,full_vocab_repair,full_vocab_damage,choice_changed,buffered_repair,buffered_damage,directional_effect
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,final_prompt,final_prompt,13,cross_patch,c227a422945a35b64937fd6e,0.375,0.375,-0.375,-0.375,-0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,-0.0
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,final_prompt,final_prompt,13,self_patch,e59645e97246c799adbc58fa,0.375,0.375,-0.375,-0.375,-0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,-0.0
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,final_prompt,final_prompt,13,same_label_resampled,7f6b6f2899f8141a279a1a03,0.375,0.375,-0.375,-0.375,-0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,-0.0
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,final_prompt,final_prompt,13,training_group_mean,21d2a326ad5c3e7a0a4293a6,0.375,0.375,-0.375,-0.375,-0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,-0.0
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,final_prompt,domain_boundary,13,off_target,c7c07281d0ad9b9762f8e39a,0.375,0.375,-0.375,-0.375,-0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,-0.0
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,answer_prefix,answer_prefix,30,cross_patch,e679c671755a379b1bbdf2b1,0.375,-0.5,-0.375,0.5,0.875,-0.875,False,True,False,True,True,False,True,False,True,True,False,0.875
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,answer_prefix,answer_prefix,30,self_patch,d1fbc0662cc2c52bd324f713,0.375,0.375,-0.375,-0.375,-0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,-0.0
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,answer_prefix,answer_prefix,30,same_label_resampled,e22c357f14d378b2fa438af0,0.375,1.625,-0.375,-1.625,-1.25,1.25,False,False,False,False,False,False,False,False,False,False,False,-1.25
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,answer_prefix,answer_prefix,30,training_group_mean,4a0aa3620cadc7ef9b6e5dce,0.375,0.0,-0.375,-0.0,0.375,-0.375,False,False,False,False,False,False,False,False,True,False,False,0.375
0b6358c367779bd1e8d9,grid,train,006dac76278839f1f53d,c55e66a0e08949e6dfb65d35,f2d84016ba3ebf038c2c6b7a,3/20,C2,3,1,54,46,True,True,False,False,grid_train_followup,denoising,f2d84016ba3ebf038c2c6b7a,c55e66a0e08949e6dfb65d35,answer_prefix,domain_boundary,30,off_target,313218ea03e8d0300f5b3cc5,0.375,0.375,-0.375,-0.375,-0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,-0.0
